mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,duration,counts
1,american shoegaze,0.19400142,0.3704,339934.8,0.7158,0.6326,0.159133333,-9.320466667,0.036306667,110.4108667,0.4142,45.06666667,6,5:39,1
1,anime,0.126590776,0.48364192,240516.8204,0.827142574,0.091527582,0.180590818,-4.833713903,0.076652443,133.086682,0.457337425,55.96032965,1,4:00,24
1,anime latino,0.280674382,0.49878,230376.22,0.8619,4.48E-06,0.265878,-3.2522,0.051698,142.34088,0.586196,57.3,0,3:50,3
1,anime rock,0.086123897,0.501657672,233282.091,0.861387037,0.021913613,0.228739259,-3.733998148,0.080045794,134.9729177,0.52431746,59.07222222,11,3:53,14
1,anime score,0.300138564,0.473543991,223791.4098,0.647054981,0.300843261,0.166846241,-8.463057128,0.073647515,123.0665832,0.374912543,50.53980281,5,3:43,16
1,ann arbor indie,0.27777,0.547372308,217904.9846,0.450470769,0.12485268,0.130480923,-8.802236923,0.060337231,89.71947077,0.351883077,53.57230769,6,3:37,3
1,anthem emo,0.137116346,0.508879724,209948.969,0.730910753,0.015013799,0.216091767,-6.018700307,0.078019171,130.4331611,0.428667127,51.1296467,5,3:29,26
1,anthem worship,0.214377707,0.473643974,295393.984,0.604471782,0.018875254,0.222877024,-7.504177605,0.047725614,122.9361299,0.327939537,53.03484529,11,4:55,62
1,anti-folk,0.447850447,0.512220937,222971.8225,0.529571856,0.14781886,0.179750179,-9.709752456,0.057295695,121.4384457,0.501308833,44.37824682,7,3:42,16
1,antiviral pop,0.177661363,0.660696595,206002.6289,0.722974734,0.019154897,0.21847259,-6.71892699,0.107731111,123.8299401,0.612280178,54.3221362,2,3:26,17
1,appalachian folk,0.789576891,0.550515519,183226.3568,0.332834394,0.101958877,0.197238348,-13.28696422,0.068482591,121.1591038,0.641304311,19.27100304,9,3:03,1
0,arab pop,0.478771088,0.578910374,286914.0157,0.54113818,0.055004915,0.170225425,-9.560584949,0.053887577,119.6289282,0.602747364,35.18877551,0,4:46,1
0,argentine ambient,0.834166667,0.475666667,162273.1667,0.35373,0.520001583,0.136333333,-14.39316667,0.03855,144.2303333,0.2995,54.83333333,4,2:42,1
1,argentine heavy metal,0.0501025,0.58375,316881.25,0.759375,0.08593275,0.1492,-7.25575,0.1272625,145.0185,0.507375,52.625,11,5:16,1
1,argentine hip hop,0.3449875,0.737125,303028.0417,0.690479167,7.76E-07,0.1094875,-4.9554375,0.155341667,139.7246458,0.598354167,74.97916667,1,5:03,1
1,argentine reggae,0.083024444,0.752342593,237022.5185,0.538953704,0.000319994,0.109765741,-7.863740741,0.072187037,128.0917778,0.756907407,60.27777778,9,3:57,2
1,argentine rock,0.233886503,0.585526463,261144.0876,0.627037409,0.054235784,0.204373845,-9.387355545,0.048354328,116.4855398,0.586626389,55.63371342,7,4:21,5
1,arkansas country,0.530225272,0.574956878,189181.4193,0.490873388,0.008936788,0.225194954,-9.724140923,0.052561985,115.013794,0.601688258,38.81333743,9,3:09,9
0,arkansas hip hop,0.177683333,0.6745,228268.8333,0.6735,0,0.252133333,-5.359666667,0.197666667,149.661,0.373833333,64.83333333,7,3:48,1
1,arkansas indie,0.2365,0.43,265170.5,0.504,0.107665,0.171,-10.1935,0.03125,100.529,0.1685,50,3,4:25,1
1,art pop,0.338307424,0.539091244,253557.0744,0.538730452,0.203678684,0.169878461,-9.834776589,0.05418891,120.4287168,0.418311367,50.0939632,7,4:13,69
1,art punk,0.164765238,0.549297092,222741.9486,0.720001572,0.200216316,0.221182224,-9.24317246,0.076754376,127.4823049,0.616223097,34.95197103,9,3:42,2
1,art rock,0.296577559,0.497711986,276878.3249,0.56642728,0.190037801,0.191949712,-11.41248705,0.055925329,120.9183343,0.51786035,36.80458776,9,4:36,20
1,asheville indie,0.600666667,0.548,257521.6667,0.517,0.312333333,0.121666667,-7.792333333,0.0342,106.5876667,0.539333333,47,0,4:17,2
1,asian american hip hop,0.23309381,0.7636,196914.8952,0.651395238,0.000469933,0.18369,-6.776066667,0.120814762,108.3532762,0.49197619,61.84761905,1,3:16,1
0,asmr,0.480967778,0.185222222,203037.3333,0.308333333,0.917111111,0.219444444,-19.46566667,0.064311111,80.81955556,0.027011111,63,10,3:23,2
1,athens indie,0.173428382,0.509680297,243839.7098,0.654058942,0.23816765,0.157444977,-9.104683445,0.041957361,126.1764315,0.533933775,40.99592391,11,4:03,2
1,atl hip hop,0.129432789,0.735364137,244548.8058,0.646132698,0.012819807,0.192917639,-6.704093317,0.182482102,123.1413446,0.528473847,51.95816213,1,4:04,50
1,atl trap,0.132926968,0.72213094,234431.2204,0.615624066,0.006039195,0.199819781,-7.099126385,0.217777642,124.5135694,0.496611883,56.33085114,2,3:54,9
1,atlanta indie,0.152908,0.5667,218955.44,0.70826,0.09881184,0.26024,-7.60262,0.0516,122.26438,0.61928,52.28,10,3:38,3
1,atlanta metal,0.009120461,0.449061111,217496.5278,0.924458333,0.154464284,0.2131375,-4.874466667,0.086423889,122.7044889,0.428252778,47.78888889,1,3:37,2
1,atmosphere,0.889513265,0.27009898,188269.9082,0.118075,0.870469388,0.113680102,-24.01653061,0.060891837,93.49492347,0.136160204,51.53571429,1,3:08,7
1,auckland indie,0.015414769,0.5735625,221540,0.6374375,0.037088688,0.24785,-6.58875,0.0652125,126.718875,0.36406875,56.125,4,3:41,4
0,aussietronica,0.137679231,0.630715385,260786.0731,0.674307692,0.126789091,0.145451538,-6.743130769,0.047776538,119.2326615,0.3131,60.09615385,1,4:20,5
1,austin americana,0.392044375,0.571604167,278978.6146,0.622635417,0.008585393,0.22688125,-7.121666667,0.076841667,112.8602083,0.4863125,50.65625,7,4:38,6
1,austin singer-songwriter,0.475697917,0.539541667,291757.1979,0.631479167,0.033680548,0.312616667,-9.7305,0.062720833,127.6133958,0.537864583,41.16666667,9,4:51,1
1,austindie,0.329137192,0.605551282,241183.3782,0.631615385,0.054386819,0.161711538,-7.344634615,0.054124359,108.6766538,0.58950641,50.94871795,9,4:01,5
1,australian alternative pop,0.683729043,0.484417391,250463.1652,0.395973913,0.007340046,0.143366957,-8.909017391,0.044387826,122.8094174,0.133502609,63.04347826,5,4:10,2
1,australian alternative rock,0.085765629,0.531821875,229777.9198,0.770702083,0.035360336,0.199778229,-7.595144792,0.063610938,117.6873333,0.554604167,44.403125,2,3:49,2
1,australian ambient,0.987,0.301,367667,0.0089,0.907,0.101,-30.804,0.0371,127.536,0.0897,58,1,6:07,1
1,australian childrens music,0.491046494,0.709746753,116084.8117,0.430863636,1.01E-05,0.172324675,-12.06540909,0.08946039,139.497039,0.766116883,42.05194805,7,1:56,1
1,australian country,0.339247747,0.594223158,204273.6316,0.543227368,2.09E-05,0.125474947,-9.926075789,0.050018947,108.1226737,0.535172632,43.41894737,2,3:24,2
0,australian dance,0.112890493,0.611252138,245335.8206,0.748335717,0.112706291,0.214657396,-6.354233965,0.067751221,128.9278332,0.459290185,53.37918619,7,4:05,12
0,australian electropop,0.175574947,0.574181519,263496.0802,0.661549312,0.153471562,0.177977233,-7.507762607,0.048345304,140.4901216,0.412506821,50.58788515,5,4:23,4
1,australian garage punk,0.320974063,0.572375,194024.5625,0.8628125,0.173588669,0.1735375,-5.1425625,0.056125,126.96425,0.58025,56.375,7,3:14,4
1,australian hip hop,0.10397188,0.666116736,184552.6512,0.69684573,0.076432948,0.212993216,-7.261687672,0.103391529,125.5140572,0.578628444,58.42011019,7,3:04,4
1,australian house,0.085592857,0.625857143,295320.2857,0.810357143,0.341962286,0.232735714,-5.363857143,0.044092857,123.2542143,0.550642857,58.07142857,0,4:55,1
1,australian indie,0.186219446,0.585605392,281224.3521,0.704720588,0.102425664,0.178315686,-6.712343954,0.066599101,119.960482,0.446161275,53.57843137,7,4:41,18
1,australian indie folk,0.334759259,0.526375,275284.7454,0.545166667,0.042583737,0.15992963,-9.823430556,0.103252315,118.4320324,0.38567963,56.38888889,5,4:35,4
1,australian indie rock,0.116,0.529,242007,0.638,0,0.0964,-7.104,0.0301,169.96,0.504,61,0,4:02,1
1,australian indigenous,0.03335,0.479,235633.5,0.7835,0.0001325,0.2585,-5.562,0.03165,113.622,0.606,34,2,3:55,1
1,australian metal,0.00132,0.392,215227,0.966,0.0473,0.239,-3.863,0.172,139.83,0.0764,55,9,3:35,1
1,australian metalcore,0.043186316,0.456929167,213564.7403,0.849493056,0.011220441,0.181460833,-5.5863375,0.094525833,129.9488347,0.357088889,47.71944444,9,3:33,4
1,australian pop,0.232096394,0.590632402,241329.884,0.649048972,0.027318792,0.166159345,-7.039690318,0.059337497,121.5352037,0.488809386,57.52646006,0,4:01,22
1,australian psych,0.134794739,0.471847536,266790.74,0.712496957,0.100386012,0.162870768,-5.895188116,0.095634754,126.3117455,0.395962464,55.78362319,2,4:26,2
1,australian r&b,0.51875,0.6175,277272,0.4165,3.20E-05,0.10445,-8.246,0.107125,102.273,0.277,62.25,2,4:37,1
0,australian reggae fusion,0.3465176,0.55283,275271.43,0.56126,0.098800994,0.132122,-8.64181,0.066119,113.03957,0.44118,59.26,0,4:35,6
1,australian rock,0.141649547,0.550118802,233613.9211,0.717513244,0.028185555,0.208741898,-8.439748167,0.054202515,119.0003597,0.599886545,45.49562379,9,3:53,2
1,australian singer-songwriter,0.40575,0.65475,199223.1667,0.550083333,1.15E-05,0.234,-8.880666667,0.035758333,123.2328333,0.6295,50.08333333,7,3:19,2
1,australian trap,0.195111111,0.756666667,177615.5556,0.574888889,2.95E-05,0.235022222,-6.343333333,0.187777778,147.6844444,0.745333333,58.11111111,0,2:57,1
1,australian underground hip hop,0.332333333,0.535,239449,0.777666667,0,0.422,-5.504,0.2144,115.0343333,0.481,56.66666667,0,3:59,1
0,austrian pop,0.298333333,0.486166667,237053.1667,0.501833333,0.207775833,0.174366667,-10.13333333,0.061608333,118.6434167,0.19625,49.75,1,3:57,1
1,avant-garde metal,0.000459935,0.396,278513.5,0.931,0.801,0.4505,-5.4895,0.08695,162.9575,0.12495,48,7,4:38,1
0,azonto,0.175085039,0.705542857,188412.026,0.740576623,0.000291333,0.158505455,-5.415332468,0.180871688,115.0485974,0.598309091,43.41298701,11,3:08,2
1,azontobeats,0.130429201,0.621857143,222281.4286,0.719285714,0.117747986,0.1263,-6.674428571,0.146585714,130.2735714,0.713142857,25.28571429,11,3:42,2
1,bachata,0.336412926,0.77399518,240030.0011,0.631442752,0.043199279,0.148640516,-6.679586301,0.0480751,127.7357183,0.809106734,48.15279326,9,4:00,11
1,bachata dominicana,0.385418031,0.756246104,257203.9805,0.606029867,0.027163606,0.16483504,-7.226152927,0.051493335,125.9636505,0.835136901,44.95009878,7,4:17,6
1,background music,0.889407778,0.258131944,184549.4468,0.111305069,0.825318544,0.127460648,-25.6918125,0.044228704,87.01200231,0.133653704,61.71527778,7,3:04,41
1,background piano,0.6606171,0.44905,175507.8,0.336494833,0.506782496,0.136248333,-16.75350833,0.067785833,105.9713833,0.270063333,48.74166667,6,2:55,8
1,bakersfield sound,0.614084596,0.622721828,162206.5225,0.4554937,0.018458484,0.175138887,-10.74978776,0.040057417,115.6474344,0.71791256,24.50024419,7,2:42,3
1,baltimore hip hop,0.172716667,0.8315,190730,0.530333333,0,0.083383333,-7.1,0.1402,117.502,0.559666667,62.83333333,5,3:10,1
1,baltimore indie,0.184409102,0.457593981,273431.5287,0.700525463,0.210810785,0.221295648,-7.301922685,0.044905972,134.9510231,0.364838426,52.26527778,6,4:33,6
1,banda,0.426639503,0.690426554,197096.1382,0.60423179,0.030095393,0.148814527,-6.111787584,0.064294504,132.1735911,0.847849123,50.67462084,10,3:17,38
1,banda caliente,0.402760482,0.656250446,203283.0372,0.556768006,0.002718731,0.146117321,-7.534893601,0.075752277,138.0037987,0.870637649,42.99270833,7,3:23,8
1,banda carnavalera,0.427297917,0.637683333,195379.5021,0.54935,0.059981893,0.149484479,-6.918557292,0.042267083,131.7723708,0.847435417,46.209375,3,3:15,2
1,banjo,0.610599631,0.55111098,188729.5446,0.474811734,0.176437863,0.26307752,-12.02381901,0.062188494,126.789201,0.680033085,29.88215467,7,3:08,4
1,barbadian pop,0.17048723,0.724242652,238746.2925,0.716150896,0.001027157,0.12282638,-7.385724014,0.074711685,110.3252065,0.739988459,54.909319,6,3:58,2
1,baroque pop,0.360176606,0.509873387,227569.1448,0.573225039,0.104145124,0.18594192,-9.459174811,0.043475125,119.6606007,0.517614991,43.10153205,9,3:47,14
1,bass house,0.171066985,0.740583333,244710.8578,0.733010294,0.148759484,0.164830147,-5.997553105,0.069516585,120.6354232,0.476557026,51.13888889,5,4:04,4
1,bass music,0.42045875,0.5690625,256125.3125,0.59875,0.452759875,0.12890625,-9.3825,0.13503125,133.9449375,0.34908125,50.1875,6,4:16,1
1,bass trap,0.090669145,0.622689194,232399.7529,0.771532036,0.108355241,0.203783926,-5.701177701,0.096254615,123.9724971,0.361720879,59.36053114,8,3:52,15
1,basshall,0.213166667,0.818,169799.1667,0.630166667,2.00E-05,0.081066667,-6.627833333,0.134833333,115.0925,0.588666667,80.66666667,2,2:49,1
1,bath indie,0.097077333,0.594333333,255380,0.717666667,0.236432667,0.164233333,-5.216,0.047066667,134.0633333,0.446333333,58,2,4:15,1
1,baton rouge rap,0.106608916,0.742350297,237257.5986,0.653935939,0.006064118,0.171602234,-6.085278584,0.189663588,125.1097562,0.544707962,48.37754727,1,3:57,7
1,bay area indie,0.244842895,0.480078704,214012.5278,0.679893519,0.098143922,0.19710787,-7.55575463,0.070030556,125.0047546,0.484462963,48.73611111,7,3:34,9
0,bc underground hip hop,0.28318,0.7624,203453.58,0.68682,4.52E-06,0.130028,-5.40244,0.14084,122.5615,0.53162,51.78,0,3:23,3
1,beatboxing,0.342696667,0.706,188262.6667,0.641166667,0,0.301166667,-7.732666667,0.291,89.78033333,0.663833333,53.5,7,3:08,1
1,beatlesque,0.292714228,0.502341552,227080.3159,0.654353256,0.040069948,0.252031315,-8.506916782,0.051863395,124.4547176,0.597524905,39.72959248,9,3:47,5
1,bebop,0.764596705,0.513147387,332033.5694,0.318166991,0.381584887,0.184018485,-14.95728505,0.055590202,111.9612978,0.499069048,20.29124687,5,5:32,2
1,bedroom pop,0.422382558,0.615865376,197814.0949,0.483911121,0.078624027,0.165984828,-10.25809557,0.055689892,108.8017909,0.48975724,65.02013747,11,3:17,35
1,bedroom soul,0.347382284,0.659540043,209885.8827,0.514901515,0.022233583,0.160048225,-8.116731494,0.060065703,111.8750866,0.53567684,56.56937229,9,3:29,9
1,belarusian indie,0.35585,0.598,227411,0.8475,0.557,0.262,-7.988,0.0504,152.4455,0.7255,65.5,1,3:47,1
0,belgian edm,0.054329438,0.698979167,251377.5729,0.761145833,0.280704296,0.1919,-6.5733125,0.129060417,130.8226146,0.4446875,50.25,11,4:11,1
0,belgian pop,0.068921333,0.674466667,211265.3556,0.813266667,0.001110927,0.159084444,-7.582444444,0.105708889,124.6760889,0.5192,54.6,1,3:31,1
1,belly dance,0.506311513,0.621496867,388808.4109,0.574301949,0.178868229,0.204604323,-9.629205044,0.058286263,120.073898,0.653458568,33.80184837,7,6:28,1
1,bergen indie,0.317401852,0.660083333,209334.3426,0.623925926,0.06062508,0.117547222,-8.562907407,0.048733333,125.8585463,0.702583333,60.35185185,6,3:29,2
1,berlin minimal techno,0.000176,0.799,226000,0.862,0.895,0.093,-7.811,0.0657,127.987,0.383,0,1,3:46,1
1,bhajan,0.771003043,0.555293219,269364.2144,0.302359635,0.159791777,0.214018644,-12.16343897,0.086694952,113.673788,0.436209858,12.44296296,7,4:29,2
1,bhangra,0.358885749,0.740169082,245432.6304,0.790049758,0.142021858,0.154469565,-5.576118357,0.112205314,112.1069855,0.776318841,45.33333333,1,4:05,1
1,big band,0.825906674,0.538425666,229743.5588,0.318916667,0.316660155,0.213269772,-13.11335607,0.068717177,114.3792643,0.554030867,15.5729157,5,3:49,3
1,big beat,0.121496759,0.611792658,316984.6127,0.720278471,0.379173359,0.215311328,-8.95619564,0.074802897,123.5769468,0.502907747,47.08988927,10,5:16,3
0,big room,0.077995688,0.607818118,231176.5533,0.800237452,0.140856316,0.237285349,-4.928863603,0.076986099,126.9814945,0.399077024,55.2937417,11,3:51,26
1,binaural,0.9935,0.4395,122174.5,0.0010015,0.8025,0.109,-41.825,0.0795,68.144,0.1841,59,3,2:02,1
0,birdsong,0.68,0.296666667,136135,0.980833333,0.914333333,0.799833333,-20.51083333,0.155716667,99.06266667,0.023886667,0,7,2:16,1
1,birmingham metal,0.039363382,0.379842251,259593.6768,0.782995673,0.303555713,0.2195856,-10.25940556,0.065614549,126.4525333,0.351630689,37.08631868,9,4:19,2
0,bitpop,0.073263059,0.452558824,293887.6176,0.846088235,0.140303959,0.175011765,-6.267882353,0.060176471,147.2126176,0.333176471,50.73529412,11,4:53,1
1,blackgaze,0.179994833,0.561583333,489160.6667,0.387416667,0.671738333,0.159841667,-12.01391667,0.05835,119.8130833,0.1482,24.5,0,8:09,1
1,bluegrass,0.584839335,0.550581045,210328.9951,0.474625046,0.132511286,0.213326232,-11.52568933,0.051304205,127.4847856,0.683847102,33.73737005,7,3:30,7
1,blues rock,0.272347397,0.519037021,270555.9853,0.618924399,0.10414789,0.235574775,-9.93720896,0.062176162,122.5065017,0.594484276,36.30676567,9,4:30,27
1,bmore,0.037201338,0.650625564,231768.7797,0.759981955,0.062546509,0.210103008,-7.311137594,0.076489925,136.340906,0.48983609,50.24661654,5,3:51,2
1,bolero,0.732844086,0.582519093,192451.663,0.377769693,0.017619724,0.204087572,-10.76302593,0.046663891,111.3219977,0.613281387,36.52975659,5,3:12,2
1,boogaloo,0.587947819,0.612586453,284006.558,0.586994911,0.062669687,0.215042779,-9.302878212,0.057860976,124.3493985,0.813565779,33.55268257,0,4:44,1
1,bossa nova,0.647783188,0.562436841,204908.003,0.443634611,0.151028891,0.17045518,-12.93353196,0.057639308,112.7385481,0.631283696,35.27030881,5,3:24,1
1,boston folk,0.706925,0.51825,204388.9,0.3087,0.003916505,0.1406,-11.927425,0.0323975,111.3919,0.386775,57.375,11,3:24,3
1,boston hardcore,0.048317344,0.520238095,167182.7619,0.741404762,0.07172971,0.201557143,-6.70102381,0.096040476,111.7207619,0.449642857,37.45238095,9,2:47,1
1,boston hip hop,0.106909879,0.719905556,251828.1879,0.7077,0.000141223,0.174666263,-6.836267172,0.207444545,108.9682177,0.574880303,50.98282828,11,4:11,2
1,boston indie,0.216989333,0.654463333,191256.96,0.657299333,0.09963594,0.256493,-6.931766667,0.074319,117.7722733,0.524390667,64.23,11,3:11,3
1,boston metal,0.002220538,0.34792,249768.7933,0.895566667,0.047977253,0.158262667,-4.657266667,0.073220667,144.29392,0.38718,45.75333333,7,4:09,1
1,boston punk,0.028760425,0.436428889,172830.8826,0.861325121,0.082573114,0.24020256,-7.473324155,0.118822126,110.0743246,0.491007536,35.70531401,6,2:52,1
1,boston rock,0.152878625,0.496721749,207123.9493,0.698435999,0.148027041,0.209515949,-9.137125381,0.066122019,127.2653985,0.567052138,37.27861855,2,3:27,3
1,bounce,0.125368049,0.78939168,259473.9238,0.760288313,0.000531289,0.212258382,-5.810721633,0.184206509,128.5240534,0.608089048,44.85193498,7,4:19,1
1,bouncy house,0.082115,0.532,239083.5,0.808,0.015035633,0.200333333,-6.811166667,0.211666667,166.5088333,0.604166667,53.66666667,7,3:59,1
1,bouzouki,0.90781099,0.523847524,198166.801,0.511689614,0.620140118,0.169334239,-11.89905857,0.038889885,121.3158219,0.682783816,7.476751208,7,3:18,1
1,bow pop,0.538447458,0.443991428,243772.913,0.431574539,0.421093605,0.181153424,-13.37611858,0.055812761,118.4451779,0.37685684,43.46647198,2,4:03,12
1,boy band,0.210319542,0.631759915,245194.9667,0.655416978,0.029155118,0.167340326,-7.454027851,0.059457334,114.8335453,0.580593262,50.31458174,0,4:05,11
1,boy pop,0.0772,0.588,206193.5,0.812,6.95E-06,0.174,-5.647,0.0562,121.515,0.5805,51.5,3,3:26,1
1,brain waves,0.9935,0.4395,122174.5,0.0010015,0.8025,0.109,-41.825,0.0795,68.144,0.1841,59,3,2:02,1
0,braindance,0.543197811,0.531054054,312917.2973,0.479207622,0.841516216,0.140451351,-16.64416216,0.070502703,121.6354595,0.303740541,45.81081081,1,5:12,1
